DOID:0001816, 1, angiosarcoma, Term, DOID:1115
DOID:2752, 1, deficiency of maltase,  EXACT [SNOMEDCT_2005_07_31:124462004], DOID:2747
DOID:2752, 1, Generalized glycogenosis (disorder),  EXACT [SNOMEDCT_2005_07_31:267424007], DOID:2747
DOID:2752, 1, glycogen storage disease type II,  EXACT [], DOID:2747
DOID:2752, 1, Glycogen storage disease, type II (disorder),  EXACT [SNOMEDCT_2005_07_31:274864009], DOID:2747
DOID:2752, 1, Glycogenosis, type 2,  EXACT [SNOMEDCT_2005_07_31:190741002], DOID:2747
DOID:2752, 1, Lysosomal alpha-1,4-glucosidase deficiency (disorder),  EXACT [SNOMEDCT_2005_07_31:237967002], DOID:2747
DOID:2752, 1, Pompe's disease,  EXACT [SNOMEDCT_2005_07_31:237968007], DOID:2747
DOID:2753, 1, nervous system lysosomal storage disease, Term, 
DOID:2754, 1, glycogen storage disease VI, Term, DOID:2747
DOID:2754, 1, glycogen storage disease type VI,  EXACT [], DOID:2747
DOID:2754, 1, hepatic glycogen phosphorylase deficiency (disorder),  EXACT [SNOMEDCT_2005_07_31:237971004], DOID:2747
DOID:2754, 1, hepatophosphorylase deficiency glycogenosis,  EXACT [CSP2005:1849-4064], DOID:2747
DOID:2754, 1, Hers' disease,  EXACT [], DOID:2747
DOID:2755, 1, Mycobacterium avium complex disease, Term, DOID:0050338
DOID:2755, 1, Infection due to Mycobacterium intracellulare,  EXACT [SNOMEDCT_2005_07_31:14009004], DOID:0050338
DOID:2755, 1, Infection due to Mycobacterium intracellulare (disorder),  EXACT [SNOMEDCT_2005_07_31:373436002], DOID:0050338
DOID:2755, 1, MAC disease,  EXACT [], DOID:0050338
DOID:2755, 1, Mycobacterium avium Complex,  EXACT [CSP2005:0322-0521], DOID:0050338
DOID:2755, 1, Mycobacterium Avium Infection,  EXACT [NCI2004_11_17:C36197], DOID:0050338
DOID:2756, 1, paratuberculosis, Term, 
DOID:2756, 1, Infection due to Mycobacterium paratuberculosis (disorder),  EXACT [SNOMEDCT_2005_07_31:373578005], 
DOID:2756, 1, Johne's disease (disorder),  EXACT [SNOMEDCT_2005_07_31:12223006], 
DOID:2757, 1, Mycobacterium infectious disease, Term, 
DOID:2757, 1, Infection due to mycobacteria,  EXACT [SNOMEDCT_2005_07_31:88415009], 
DOID:2757, 1, Mycobacterial disease,  EXACT [SNOMEDCT_2005_07_31:266184007], 
DOID:2757, 1, Mycobacterial disease,  EXACT [SNOMEDCT_2005_07_31:154298007], 
DOID:2757, 1, Mycobacterial disease NOS (disorder),  EXACT [SNOMEDCT_2005_07_31:186345003], 
DOID:2757, 1, Mycobacterial Infection,  EXACT [NCI2004_11_17:C26831], 
DOID:2757, 1, Mycobacterium infection, unspecified (disorder),  EXACT [SNOMEDCT_2005_07_31:187318007], 
DOID:2757, 1, Unspecified disease due to mycobacteria,  EXACT [ICD9CM_2006:031.9], 
DOID:2762, 1, bone carcinoma, Term, DOID:184
DOID:2763, 1, ethmoid sinus squamous cell carcinoma, Term, DOID:1363
DOID:2763, 1, Epidermoid carcinoma of the ethmoidal sinus,  EXACT [NCI2004_11_17:C6065], DOID:1363
DOID:2764, 1, ethmoid sinus adenoid cystic carcinoma, Term, DOID:1363
DOID:2764, 1, adenoid cystic carcinoma of ethmoid sinus,  RELATED [], DOID:1363
DOID:2764, 1, adenoid cystic carcinoma of the ethmoid sinus,  EXACT [NCI2004_11_17:C6238], DOID:1363
DOID:2766, 1, ethmoid sinus adenocarcinoma, Term, DOID:1363
DOID:2766, 1, adenocarcinoma of ethmoid sinus,  RELATED [], DOID:1363
DOID:2766, 1, adenocarcinoma of the ethmoid sinus,  EXACT [NCI2004_11_17:C6237], DOID:1363
DOID:2768, 1, transient tic disorder, Term, DOID:2769
DOID:2769, 1, tic disorder, Term, DOID:0060038
DOID:277, 1, chorioangioma, Term, DOID:254
DOID:277, 1, Chorioangioma (disorder),  EXACT [SNOMEDCT_2005_07_31:237268002], DOID:254
DOID:277, 1, Placental hemangioma,  EXACT [NCI2004_11_17:C4868], DOID:254
DOID:2770, 1, diaper rash, Term, 
DOID:2770, 1, Diaper or napkin erythema,  EXACT [MTHICD9_2006:691.0], 
DOID:2770, 1, Diaper or napkin rash,  EXACT [ICD9CM_2006:691.0], 
DOID:2770, 1, Diaper rash (disorder),  EXACT [SNOMEDCT_2005_07_31:91487003], 
DOID:2770, 1, Irritant contact dermatitis due to contact with urine and/or faeces,  EXACT [SNOMEDCT_2005_07_31:402275006], 
DOID:2770, 1, Jacquet's dermatitis,  EXACT [SNOMEDCT_2005_07_31:238582000], 
DOID:2771, 1, atopic dermatitis and related conditions, Term, 
DOID:2772, 1, irritant dermatitis, Term, DOID:2773
DOID:2772, 1, Irritant Contact Dermatitis,  EXACT [NCI2004_11_17:C27151], DOID:2773
DOID:2772, 1, Irritant contact dermatitis,  EXACT [SNOMEDCT_2005_07_31:200850007], DOID:2773
DOID:2772, 1, primary irritant dermatitis (disorder),  EXACT [SNOMEDCT_2005_07_31:110979008], DOID:2773
DOID:2773, 1, contact dermatitis, Term, DOID:2723
DOID:2773, 1, Contact dermatitis (disorder),  EXACT [SNOMEDCT_2005_07_31:40275004], DOID:2723
DOID:2773, 1, Contact dermatitis NOS,  EXACT [SNOMEDCT_2005_07_31:200889001], DOID:2723
DOID:2773, 1, Contact dermatitis NOS,  EXACT [SNOMEDCT_2005_07_31:156348006], DOID:2723
DOID:2773, 1, Contact dermatitis NOS,  EXACT [SNOMEDCT_2005_07_31:267846008], DOID:2723
DOID:2773, 1, Contact dermatitis NOS (disorder),  EXACT [SNOMEDCT_2005_07_31:200883000], DOID:2723
DOID:2773, 1, Contact dermatitis/eczema,  EXACT [SNOMEDCT_2005_07_31:267842005], DOID:2723
DOID:2773, 1, Contact dermatitis/eczema,  EXACT [SNOMEDCT_2005_07_31:156338009], DOID:2723
DOID:2773, 1, Contact eczema,  EXACT [SNOMEDCT_2005_07_31:200780008], DOID:2723
DOID:2773, 1, dermatitis venenata,  EXACT [CSP2005:2716-6989], DOID:2723
DOID:2773, 1, Dermatitis, venenata NOS,  EXACT [MTHICD9_2006:692.9], DOID:2723
DOID:2775, 1, long bone adamantinoma, Term, DOID:2776
DOID:2775, 1, adamantinoma of long bone,  RELATED [], DOID:2776
DOID:2775, 1, adamantinoma of long bone (disorder),  EXACT [SNOMEDCT_2005_07_31:307609003], DOID:2776
DOID:2775, 1, adamantinoma of long bones,  EXACT [SNOMEDCT_2005_07_31:189895006], DOID:2776
DOID:2775, 1, adamantinoma of long bones (morphologic abnormality),  EXACT [SNOMEDCT_2005_07_31:56763007], DOID:2776
DOID:2776, 1, adamantinoma, Term, DOID:184
DOID:2777, 1, malignant neoplasm of short bones of upper limb, Term, 
DOID:2777, 1, malignant neoplasm of short bone of upper limb,  EXACT [SNOMEDCT_2005_07_31:94004004], 
DOID:2778, 1, tumors of body of uterus, with delivery, Term, 
DOID:2779, 1, tumors of body of uterus complicating pregnancy, childbirth, or the puerperium, Term, 
DOID:2780, 1, rectosigmoid junction neoplasm, Term, DOID:1896
DOID:2780, 1, neoplasm of rectosigmoid junction (disorder),  EXACT [SNOMEDCT_2005_07_31:126848003], DOID:1896
DOID:2780, 1, rectosigmoid neoplasm,  EXACT [CSP2005:2010-1253], DOID:1896
DOID:2780, 1, Rectosigmoid tumor,  EXACT [NCI2004_11_17:C4877], DOID:1896
DOID:2781, 1, rectosigmoid cancer, Term, DOID:2782
DOID:2782, 1, rectosigmoid junction cancer, Term, DOID:12192
DOID:2782, 1, malignant neoplasm of rectosigmoid,  EXACT [MTHICD9_2006:154.0], DOID:12192
DOID:2782, 1, malignant neoplasm of rectosigmoid junction,  EXACT [ICD9CM_2006:154.0], DOID:12192
DOID:2782, 1, malignant Rectosigmoid tumor,  EXACT [NCI2004_11_17:C7420], DOID:12192
DOID:2782, 1, malignant tumor of rectosigmoid junction (disorder),  EXACT [SNOMEDCT_2005_07_31:363414004], DOID:12192
DOID:2784, 1, lung sarcoma, Term, DOID:1324
DOID:2784, 1, pulmonary sarcoma,  EXACT [NCI2004_11_17:C4860], DOID:1324
DOID:2785, 1, Dandy-Walker syndrome, Term, DOID:2786
DOID:2785, 1, (Atresia of foramina of Magendie + Luschka) or (Dandy - Walker syndrome),  EXACT [SNOMEDCT_2005_07_31:204063009], DOID:2786
DOID:2785, 1, Atresia of foramina of Magendie and Luschka,  EXACT [MTHICD9_2006:742.3], DOID:2786
DOID:2785, 1, Dandy-Walker syndrome (disorder),  EXACT [SNOMEDCT_2005_07_31:14447001], DOID:2786
DOID:2786, 1, cerebellar disease, Term, DOID:936
DOID:2786, 1, Cerebellar deficiency syndrome (disorder),  EXACT [SNOMEDCT_2005_07_31:224186005], DOID:936
DOID:2786, 1, cerebellar disorder,  EXACT [CSP2005:0485-3992], DOID:936
DOID:2788, 1, Ciliophora infectious disease, Term, 
DOID:2789, 1, parasitic protozoa infectious disease, Term, DOID:1398
DOID:2789, 1, mastigophora infectious disease,  EXACT [], DOID:1398
DOID:2789, 1, sarcomastigophora infectious disease,  EXACT [], DOID:1398
DOID:2790, 1, necatoriasis, Term, DOID:883
DOID:2791, 1, hookworm infectious disease, Term, 
DOID:2791, 1, ancylostomiasis and necatoriasis,  EXACT [], 
DOID:2797, 1, idiopathic interstitial pneumonia, Term, DOID:552
DOID:2797, 1, Diffuse idiopathic pulmonary fibrosis,  EXACT [MTHICD9_2006:516.3], DOID:552
DOID:2797, 1, Idiopathic fibrosing alveolitis,  EXACT [ICD9CM_2006:516.3], DOID:552
DOID:2797, 1, Idiopathic Interstitial Pneumonia,  EXACT [NCI2004_11_17:C35714], DOID:552
DOID:2797, 1, IPF,  RELATED [CSP2005:4008-0052], DOID:552
DOID:2799, 1, bronchiolitis obliterans, Term, DOID:3082
DOID:2799, 1, Bronchiolitis exudativa,  EXACT [SNOMEDCT_2005_07_31:52409006], DOID:3082
DOID:2799, 1, Bronchiolitis fibrosa obliterans (disorder),  EXACT [SNOMEDCT_2005_07_31:31886003], DOID:3082
DOID:2799, 1, Obliterative bronchiolitis,  EXACT [SNOMEDCT_2005_07_31:40100001], DOID:3082
DOID:28, 1, endocrine system disease, Term, DOID:7
DOID:280, 1, ear tuberculosis, Term, 
DOID:280, 1, tuberculosis of ear,  EXACT [], 
DOID:2800, 1, acute interstitial pneumonia, Term, DOID:2797
DOID:2800, 1, accelerated interstitial pneumonia,  EXACT [], DOID:2797
DOID:2800, 1, acute interstitial pneumonitis, NOS,  EXACT [SNOMEDCT_2005_07_31:35037009], DOID:2797
DOID:2800, 1, AIP,  EXACT [NCI2004_11_17:C35806], DOID:2797
DOID:2800, 1, Hamman-Rich disease,  EXACT [], DOID:2797
DOID:2800, 1, Hamman-Rich syndrome,  EXACT [], DOID:2797
DOID:2800, 1, Idiopathic pulmonary fibrosis, acute fatal form,  EXACT [SNOMEDCT_2005_07_31:236302005], DOID:2797
DOID:2800, 1, Idiopathic pulmonary fibrosis, acute fatal form,  EXACT [SNOMEDCT_2005_07_31:129459004], DOID:2797
DOID:2801, 1, nonspecific interstitial pneumonia, Term, DOID:2797
DOID:2801, 1, Nonspecific interstitial pneumonia (disorder),  EXACT [SNOMEDCT_2005_07_31:129452008], DOID:2797
DOID:2801, 1, NSIP,  EXACT [], DOID:2797
DOID:2809, 1, primary Bartonellaceae infectious disease, Term, 
DOID:2810, 1, middle lobe syndrome, Term, DOID:850
DOID:2814, 1, malignant neoplasm of acoustic nerve, Term, DOID:2815
DOID:2814, 1, malignant tumor of acoustic vestibular nerve (disorder),  EXACT [SNOMEDCT_2005_07_31:254980001], DOID:2815
DOID:2814, 1, malignant tumor of the Vestibulocochlear nerve,  EXACT [NCI2004_11_17:C4539], DOID:2815
DOID:2814, 1, malignant tumour of acoustic vestibular nerve,  EXACT [SNOMEDCT_2005_07_31:188310002], DOID:2815
DOID:2815, 1, cranial nerve malignant neoplasm, Term, DOID:338
DOID:2815, 1, malignant neoplasm of cranial nerve,  EXACT [SNOMEDCT_2005_07_31:93767009], DOID:338
DOID:2815, 1, malignant neoplasm of cranial nerves,  EXACT [ICD9CM_2006:192.0], DOID:338
DOID:2815, 1, malignant neoplasm of cranial nerves NOS (disorder),  EXACT [SNOMEDCT_2005_07_31:188311003], DOID:338
DOID:2815, 1, malignant tumor of cranial nerve (disorder),  EXACT [SNOMEDCT_2005_07_31:188307009], DOID:338
DOID:2815, 1, malignant tumor of the Cranial nerve,  EXACT [NCI2004_11_17:C3571], DOID:338
DOID:2816, 1, malignant oculomotor nerve tumor, Term, DOID:2815
DOID:2816, 1, IIIrd Cranial nerve neoplasm, malignant,  EXACT [NCI2004_11_17:C6995], DOID:2815
DOID:2816, 1, primary malignant neoplasm of oculomotor nerve (disorder),  EXACT [SNOMEDCT_2005_07_31:93929003], DOID:2815
DOID:2817, 1, cranial nerve III tumor, Term, DOID:338
DOID:2817, 1, neoplasm of oculomotor nerve (disorder),  EXACT [SNOMEDCT_2005_07_31:126969002], DOID:338
DOID:2817, 1, Oculomotor nerve tumor,  EXACT [NCI2004_11_17:C6994], DOID:338
DOID:2825, 1, nose disease, Term, DOID:974
DOID:2825, 1, disorder of the nose (disorder),  EXACT [SNOMEDCT_2005_07_31:89488007], DOID:974
DOID:2825, 1, nasal disorder,  EXACT [CSP2005:1997-0936], DOID:974
DOID:2828, 1, acalculous cholecystitis, Term, DOID:1949
DOID:2828, 1, acute acalculous cholecystitis,  EXACT [], DOID:1949
DOID:2828, 1, acute cholecystitis without calculus (disorder),  EXACT [SNOMEDCT_2005_07_31:34346002], DOID:1949
DOID:2828, 1, cholecystitis without calculus (disorder),  EXACT [SNOMEDCT_2005_07_31:19968009], DOID:1949
DOID:283, 1, leukemic reticuloendotheliosis of intra-abdominal lymph nodes, Term, 
DOID:283, 1, Leukemic reticuloendotheliosis involving intra-abdominal lymph nodes,  EXACT [ICD9CM_2006:202.43], 
DOID:283, 1, Leukemic reticuloendotheliosis of intra-abdominal lymph nodes (disorder),  EXACT [SNOMEDCT_2005_07_31:93144003], 
DOID:283, 1, Leukemic reticuloendotheliosis of intra-abdominal lymph nodes [dup] (disorder),  EXACT [SNOMEDCT_2005_07_31:188647005], 
DOID:2832, 1, geotrichosis, Term, DOID:2473
DOID:2832, 1, Geotrichosis (disorder),  EXACT [SNOMEDCT_2005_07_31:13969006], DOID:2473
DOID:2833, 1, dehydration polycythemia, Term, DOID:2834
DOID:2834, 1, acquired polycythemia, Term, DOID:8432
DOID:2834, 1, Polycythemia, secondary,  EXACT [ICD9CM_2006:289.0], DOID:8432
DOID:2834, 1, secondary Polycythemia,  EXACT [NCI2004_11_17:C27178], DOID:8432
DOID:2834, 1, secondary polycythemia,  EXACT [SNOMEDCT_2005_07_31:154835002], DOID:8432
DOID:2834, 1, secondary polycythemia (disorder),  EXACT [SNOMEDCT_2005_07_31:44865000], DOID:8432
DOID:2834, 1, secondary polycythemia NOS (disorder),  EXACT [SNOMEDCT_2005_07_31:191374009], DOID:8432
DOID:2835, 1, polycythemia due to hypoxia, Term, DOID:2834
DOID:2838, 1, stress polycythemia, Term, DOID:2834
DOID:2838, 1, Gaisbock's syndrome,  EXACT [SNOMEDCT_2005_07_31:35326002], DOID:2834
DOID:2838, 1, Gaisbock's syndrome (disorder),  EXACT [SNOMEDCT_2005_07_31:48250002], DOID:2834
DOID:2838, 1, Polycythemia, emotional,  EXACT [MTHICD9_2006:289.0], DOID:2834
DOID:2838, 1, Stress Polycythemia,  EXACT [NCI2004_11_17:C27174], DOID:2834
DOID:2838, 1, Stress polycythemia (disorder),  EXACT [SNOMEDCT_2005_07_31:36874002], DOID:2834
DOID:2838, 1, Stress polycythemia [dup] (disorder),  EXACT [SNOMEDCT_2005_07_31:191371001], DOID:2834
DOID:2839, 1, erythropoietin polycythemia, Term, DOID:2834
DOID:2839, 1, Nephrogenous polycythemia,  EXACT [SNOMEDCT_2005_07_31:43918003], DOID:2834
DOID:2839, 1, Polycythaemia due to Excess Erythropoetin Production,  EXACT [NCI2004_11_17:C35434], DOID:2834
DOID:2839, 1, Polycythemia due to excess erythopoetin production,  EXACT [MTH:NOCODE], DOID:2834
DOID:2839, 1, Polycythemia, nephrogenous,  EXACT [MTHICD9_2006:289.0], DOID:2834
DOID:2839, 1, secondary polycythemia with excess erythropoietin (disorder),  EXACT [SNOMEDCT_2005_07_31:367328005], DOID:2834
DOID:284, 1, malignant neoplasm of abdomen, Term, 
DOID:284, 1, malignant tumor of abdomen (disorder),  EXACT [SNOMEDCT_2005_07_31:188366002], 
DOID:2841, 1, asthma, Term, DOID:1176
DOID:2841, 1, bronchial hyperreactivity,  EXACT [], DOID:1176
DOID:2841, 1, chronic obstructive asthma,  EXACT [], DOID:1176
DOID:2841, 1, chronic obstructive asthma with acute exacerbation,  EXACT [], DOID:1176
DOID:2841, 1, chronic obstructive asthma with status asthmaticus,  EXACT [], DOID:1176
DOID:2841, 1, Exercise induced asthma,  EXACT [SNOMEDCT_2005_07_31:195983001], DOID:1176
DOID:2841, 1, exercise-induced asthma,  EXACT [], DOID:1176
DOID:2842, 1, Jervell-Lange Nielsen syndrome, Term, DOID:2843
DOID:2842, 1, Jervell and Lange-Nielson syndrome (disorder),  EXACT [SNOMEDCT_2005_07_31:373905003], DOID:2843
DOID:2842, 1, Jervell and Lange-Nielson syndrome (finding),  EXACT [SNOMEDCT_2005_07_31:49518001], DOID:2843
DOID:2843, 1, long QT syndrome, Term, DOID:0050739
DOID:2843, 1, long Q-T syndrome,  EXACT [SNOMEDCT_2005_07_31:395649008], DOID:0050739
DOID:2843, 1, LQT,  EXACT [CSP2005:4009-0053], DOID:0050739
DOID:2843, 1, Romano-Ward syndrome,  EXACT [], DOID:0050739
DOID:2843, 1, Romano-Ward syndrome (disorder),  EXACT [SNOMEDCT_2005_07_31:20852007], DOID:0050739
DOID:2846, 1, bruxism, Term, DOID:535
DOID:2846, 1, Bruxism - teeth grinding,  EXACT [SNOMEDCT_2005_07_31:268774006], DOID:535
DOID:2846, 1, Grinding teeth,  EXACT [SNOMEDCT_2005_07_31:367105000], DOID:535
DOID:2846, 1, sleep related bruxism,  EXACT [], DOID:535
DOID:2846, 1, Teeth grinding,  EXACT [MTHICD9_2006:306.8], DOID:535
DOID:2848, 1, melancholia, Term, DOID:1596
DOID:285, 1, hairy cell leukemia, Term, DOID:1040
DOID:2853, 1, atrophy of thyroid, Term, 
DOID:2853, 1, Hypoplasia of thyroid (disorder),  EXACT [SNOMEDCT_2005_07_31:367524008], 
DOID:2853, 1, Hypoplasia of thyroid (disorder) [Ambiguous],  EXACT [SNOMEDCT_2005_07_31:82482009], 
DOID:2853, 1, Thyroid Atrophy,  EXACT [NCI2004_11_17:C26942], 
DOID:2853, 1, Thyroid atrophy (disorder),  EXACT [SNOMEDCT_2005_07_31:190309006], 
DOID:2855, 1, hyperthyroxinemia, Term, DOID:50
DOID:2856, 1, euthyroid sick syndrome, Term, DOID:50
DOID:2856, 1, Euthyroid sick syndrome,  EXACT [ICD9CM_2006:790.94], DOID:50
DOID:2856, 1, Sick-euthyroid syndrome (disorder),  EXACT [SNOMEDCT_2005_07_31:237542005], DOID:50
DOID:2857, 1, abscess of thyroid, Term, 
DOID:2857, 1, abscess of thyroid (disorder),  EXACT [SNOMEDCT_2005_07_31:102452004], 
DOID:2857, 1, Thyroid gland abscess,  EXACT [NCI2004_11_17:C27115], 
DOID:2859, 1, hemoglobin C disease, Term, DOID:2860
DOID:2859, 1, Hb-C disease,  EXACT [MTHICD9_2006:282.7], DOID:2860
DOID:2859, 1, Hemoglobin C disease (disorder),  EXACT [SNOMEDCT_2005_07_31:51053007], DOID:2860
DOID:2860, 1, hemoglobinopathy, Term, DOID:589
DOID:2860, 1, hemoglobinopathies,  EXACT [], DOID:589
DOID:2861, 1, congenital nonspherocytic hemolytic anemia, Term, DOID:589
DOID:2861, 1, hereditary nonspherocytic hemolytic anemia,  EXACT [CSP2005:0427-1697], DOID:589
DOID:2861, 1, HNSHA (disorder),  EXACT [SNOMEDCT_2005_07_31:300389006], DOID:589
DOID:2862, 1, glucosephosphate dehydrogenase deficiency, Term, DOID:2978
DOID:2862, 1, deficiency of G-6PD,  EXACT [SNOMEDCT_2005_07_31:124134002], DOID:2978
DOID:2862, 1, Glucose-6-phosphate dehydrogenase deficiency,  EXACT [SNOMEDCT_2005_07_31:62403005], DOID:2978
DOID:287, 1, vision disorder, Term, 
DOID:287, 1, visual disorder,  RELATED [SNOMEDCT_2005_07_31:40031005], 
DOID:2870, 1, endometrial adenocarcinoma, Term, DOID:2871
DOID:2870, 1, adenocarcinoma of endometrium (disorder),  EXACT [SNOMEDCT_2005_07_31:123845008], DOID:2871
DOID:2870, 1, adenocarcinoma of the Endometrium,  EXACT [NCI2004_11_17:C7359], DOID:2871
DOID:2870, 1, adenocarcinoma of uterus (disorder),  EXACT [SNOMEDCT_2005_07_31:309245001], DOID:2871
DOID:2870, 1, endometrial adenoacanthoma,  EXACT [], DOID:2871
DOID:2870, 1, endometrial endometrioid adenocarcinoma,  EXACT [], DOID:2871
DOID:2870, 1, endometrial endometrioid adenocarcinoma with squamous differentiation,  EXACT [NCI2004_11_17:C8027], DOID:2871
DOID:2870, 1, endometrioid adenoma or carcinoma NOS (morphologic abnormality),  EXACT [SNOMEDCT_2005_07_31:189652009], DOID:2871
DOID:2870, 1, endometrioid adenomas and carcinomas (morphologic abnormality),  EXACT [SNOMEDCT_2005_07_31:189649001], DOID:2871
DOID:2870, 1, endometrioid carcinoma of Endometrium,  EXACT [NCI2004_11_17:C6287], DOID:2871
DOID:2871, 1, endometrial carcinoma, Term, DOID:1380
DOID:2871, 1, carcinoma of the Endometrium,  EXACT [NCI2004_11_17:C7558], DOID:1380
DOID:2871, 1, endometrioid carcinoma,  EXACT [], DOID:1380
DOID:2871, 1, endometrioid carcinoma of female Reproductive system,  EXACT [NCI2004_11_17:C3769], DOID:1380
DOID:2873, 1, metastatic tumor to the larynx, Term, 
DOID:2874, 1, metastasis to the neck, Term, 
DOID:2874, 1, metastatic tumor to the neck,  EXACT [NCI2004_11_17:C8528], 
DOID:2876, 1, laryngeal squamous cell carcinoma, Term, DOID:2600
DOID:2876, 1, Epidermoid carcinoma of the Larynx,  EXACT [NCI2004_11_17:C4044], DOID:2600
DOID:2876, 1, squamous cell carcinoma of larynx (disorder),  EXACT [SNOMEDCT_2005_07_31:405822008], DOID:2600
DOID:2877, 1, larynx sarcoma, Term, DOID:2596
DOID:2877, 1, sarcoma of larynx,  EXACT [NCI2004_11_17:C6020], DOID:2596
DOID:2878, 1, throat carcinoma, Term, 
DOID:2879, 1, nodular degeneration of cornea, Term, DOID:1237
DOID:2879, 1, nodular degeneration of cornea (disorder),  EXACT [SNOMEDCT_2005_07_31:72620002], DOID:1237
DOID:288, 1, endometriosis of uterus, Term, DOID:345
DOID:288, 1, Adenomyosis - uterine endomet.,  EXACT [SNOMEDCT_2005_07_31:198246007], DOID:345
DOID:288, 1, Adenomyosis - uterine endomet.,  EXACT [SNOMEDCT_2005_07_31:155988000], DOID:345
DOID:288, 1, Endometriosis interna (disorder),  EXACT [SNOMEDCT_2005_07_31:198247003], DOID:345
DOID:288, 1, Endometriosis of myometrium,  EXACT [SNOMEDCT_2005_07_31:198248008], DOID:345
DOID:288, 1, Endometriosis of myometrium (disorder),  EXACT [SNOMEDCT_2005_07_31:237115002], DOID:345
DOID:288, 1, Endometriosis of uterus (disorder),  EXACT [SNOMEDCT_2005_07_31:76376003], DOID:345
DOID:288, 1, Endometriosis of uterus NOS (disorder),  EXACT [SNOMEDCT_2005_07_31:198249000], DOID:345
DOID:288, 1, Endometriosis, myometrium,  EXACT [MTHICD9_2006:617.0], DOID:345
DOID:288, 1, uterine Adenomyosis,  EXACT [NCI2004_11_17:C6996], DOID:345
DOID:2880, 1, Hantavirus infectious disease, Term, 
DOID:2882, 1, Cysts of iris, ciliary body and anterior chamber, Term, 
DOID:2882, 1, Cysts of iris, ciliary body and anterior chamber (disorder),  EXACT [SNOMEDCT_2005_07_31:267621005], 
DOID:2882, 1, Cysts of iris, ciliary body and anterior chamber NOS (disorder),  EXACT [SNOMEDCT_2005_07_31:193516007], 
DOID:2882, 1, Cysts of iris, ciliary body, and anterior chamber,  EXACT [ICD9CM_2006:364.6], 
DOID:2883, 1, prostatic adenoma, Term, DOID:0060087
DOID:2883, 1, adenoma - prostate,  EXACT [SNOMEDCT_2005_07_31:270536001], DOID:0060087
DOID:2883, 1, adenoma - prostate,  EXACT [SNOMEDCT_2005_07_31:155906003], DOID:0060087
DOID:2883, 1, adenoma of prostate,  EXACT [MTHICD9_2006:600.2], DOID:0060087
DOID:2883, 1, benign adenoma of prostate,  EXACT [SNOMEDCT_2005_07_31:266569009], DOID:0060087
DOID:2883, 1, benign adenoma of prostate,  EXACT [SNOMEDCT_2005_07_31:197957005], DOID:0060087
DOID:2883, 1, benign adenoma of prostate (disorder),  EXACT [SNOMEDCT_2005_07_31:21173002], DOID:0060087
DOID:2883, 1, prostate adenoma,  EXACT [NCI2004_11_17:C4795], DOID:0060087
DOID:2885, 1, benign prostate phyllodes tumor, Term, DOID:0060087
DOID:2885, 1, benign Phyllodes neoplasm of the prostate,  EXACT [NCI2004_11_17:C5532], DOID:0060087
DOID:2885, 1, Phyllodes neoplasm of the prostate,  EXACT [NCI2004_11_17:C7574], DOID:0060087
DOID:2885, 1, prostate phyllodes tumor,  EXACT [], DOID:0060087
DOID:2887, 1, prostate leiomyoma, Term, DOID:0060087
DOID:2887, 1, Prostatic leiomyoma,  EXACT [NCI2004_11_17:C5544], DOID:0060087
DOID:2889, 1, retrocochlear disease, Term, DOID:2742
DOID:289, 1, endometriosis, Term, DOID:229
DOID:2890, 1, primary Klebsiella infectious disease, Term, 
DOID:2891, 1, thyroid adenoma, Term, DOID:0060089
DOID:2891, 1, adenoma of thyroid gland,  EXACT [SNOMEDCT_2005_07_31:189174004], DOID:0060089
DOID:2892, 1, exocervical carcinoma, Term, DOID:2893
DOID:2892, 1, carcinoma of exocervix,  EXACT [SNOMEDCT_2005_07_31:372100004], DOID:2893
DOID:2892, 1, carcinoma of the Exocervix,  EXACT [NCI2004_11_17:C7453], DOID:2893
DOID:2893, 1, cervix carcinoma, Term, DOID:4362
DOID:2893, 1, cancer of cervix,  EXACT [SNOMEDCT_2005_07_31:93752005], DOID:4362
DOID:2893, 1, carcinoma cervix uteri,  EXACT [SNOMEDCT_2005_07_31:269596006], DOID:4362
DOID:2893, 1, carcinoma OF CERVIX,  EXACT [MTH:166], DOID:4362
DOID:2893, 1, carcinoma of cervix (disorder),  EXACT [SNOMEDCT_2005_07_31:285432005], DOID:4362
DOID:2893, 1, carcinoma of the Cervix Uteri,  EXACT [NCI2004_11_17:C9039], DOID:4362
DOID:2898, 1, commensal streptococcal infectious disease, Term, 
DOID:2898, 1, Streptococcal infection, unspecified (disorder),  EXACT [SNOMEDCT_2005_07_31:187343001], 
DOID:2898, 1, Streptococcal infectious disease (disorder),  EXACT [SNOMEDCT_2005_07_31:85769006], 
DOID:2898, 1, Streptococcus infection,  EXACT [CSP2005:0368-3452], 
DOID:2905, 1, commensal Escherichia coli infectious disease, Term, 
DOID:2905, 1, E Coli Infection,  EXACT [NCI2004_11_17:C34594], 
DOID:2905, 1, Escherichia coli infection,  EXACT [CSP2005:0368-2714], 
DOID:2905, 1, Infection due to Escherichia coli (disorder),  EXACT [SNOMEDCT_2005_07_31:71057007], 
DOID:2906, 1, Rhabditida infectious disease, Term, 
DOID:2907, 1, Goldenhar syndrome, Term, DOID:225
DOID:2907, 1, Facio-auriculo-vertebral spectrum (disorder),  EXACT [SNOMEDCT_2005_07_31:367462009], DOID:225
